FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt)
60,0,0,16.97,53.11,70.00,60.98,72.37,69.05,30.95,26.25,38.75,58.54,1420,1420,1420,1420,1670,1670,1670,1747,50.80,39.00,-1,61,34.50,623,3.572
60,0,0,16.97,37.93,33.72,43.33,37.50,47.13,33.72,32.58,26.97,46.51,1420,1420,1420,1420,1670,1670,1670,1747,52.30,39.00,-1,61,34.50,623,3.572
60,0,0,17.02,31.42,22.52,27.10,29.91,28.07,29.20,31.25,24.32,58.41,1420,1420,1420,1420,1670,1670,1670,1075,50.40,39.00,-1,61,34.50,633,3.572
60,0,0,17.02,32.94,27.38,28.21,30.59,25.30,46.59,32.18,28.74,41.38,1420,1420,1420,1420,1670,1670,1670,1632,51.20,39.00,-1,61,34.50,633,3.572
60,0,0,16.94,32.03,19.81,31.19,32.04,29.73,36.94,30.63,31.82,44.95,1420,1420,1420,1420,1670,1670,1670,1075,50.80,38.00,-1,61,34.50,633,3.572
60,0,0,16.94,33.96,26.83,35.63,34.94,31.03,34.48,32.58,25.00,51.14,1420,1420,1420,1420,1670,1670,1670,1747,50.40,37.00,-1,61,34.50,609,3.572
59,0,0,16.92,36.14,35.14,43.36,43.12,35.85,29.09,23.36,25.00,53.15,1420,1420,1420,1420,1670,1670,1670,1516,50.00,34.00,-1,61,34.50,609,3.572
59,0,0,16.92,35.15,32.93,37.35,37.35,40.70,22.73,24.71,22.09,64.37,1804,1804,1804,1804,1766,1766,1766,2073,54.30,33.00,-1,61,34.50,609,3.572
49,1,0,67.18,52.93,42.06,50.00,49.55,53.21,51.75,47.79,48.25,80.18,1420,1420,1420,1420,1670,1670,1670,1632,52.30,29.00,-1,61,34.50,642,3.572
49,1,0,67.18,54.97,40.51,55.06,47.06,45.98,66.28,52.94,55.95,73.33,1804,1804,1804,1804,1766,1766,1766,2073,54.60,32.00,-1,61,34.50,642,3.572
59,0,0,17.03,45.93,38.10,42.06,39.42,37.38,46.90,44.35,42.34,76.58,1420,1420,1420,1420,1670,1670,1670,1747,54.30,40.00,-1,61,34.50,642,3.572
59,0,0,17.03,55.46,45.78,48.84,48.89,46.59,59.30,63.95,56.98,72.41,1420,1420,1420,1420,1766,1766,1766,1632,54.60,43.00,-1,61,34.50,714,3.572
51,1,1,83.97,60.18,48.57,51.43,52.25,45.10,73.64,70.80,70.34,66.67,1420,1420,1420,1420,1766,1766,1766,1747,55.00,42.00,-1,61,34.50,714,3.572
51,1,1,83.97,46.26,39.76,38.37,35.37,40.70,62.07,56.98,45.88,50.00,1420,1420,1420,1420,1670,1670,1670,1747,53.50,43.00,-1,61,34.50,714,3.572
59,0,0,16.90,41.95,30.39,42.98,45.13,39.13,35.65,31.03,33.93,76.07,1420,1420,1420,1420,1670,1670,1670,1075,53.10,51.00,-1,61,34.50,704,3.572
59,0,0,16.90,45.55,36.25,40.96,40.74,42.50,45.24,65.12,51.19,39.29,1420,1420,1420,1420,1766,1766,1766,1747,54.60,51.00,-1,61,34.50,704,3.572
56,0,0,33.65,49.31,36.89,46.49,45.05,42.86,59.05,53.64,53.98,57.01,1420,1420,1420,1420,1670,1670,1670,1747,53.50,45.00,-1,61,34.50,704,3.572
56,0,0,33.65,49.64,40.74,48.89,44.05,47.06,50.00,45.35,43.68,77.78,1804,1804,1804,1804,1766,1766,1766,2073,56.60,48.00,-1,60,34.50,702,3.538
57,0,0,33.60,56.98,43.93,48.18,49.07,50.00,66.36,65.18,57.27,72.48,1420,1420,1420,1420,1670,1670,1670,1747,55.00,39.00,-1,60,34.50,702,3.538
57,0,0,33.60,42.32,32.50,35.80,42.05,33.33,38.82,37.93,39.53,78.82,1420,1420,1420,1420,1670,1670,1670,1747,53.90,47.00,-1,60,34.50,702,3.538
58,0,0,33.61,49.55,42.45,46.09,44.86,41.59,50.89,50.46,44.14,75.44,1420,1420,1420,1420,1670,1670,1670,1747,54.30,49.00,-1,60,34.50,723,3.538
58,0,0,33.61,45.44,31.25,43.37,42.35,38.55,54.02,44.44,42.35,65.88,1420,1420,1420,1420,1670,1670,1670,1747,54.30,49.00,-1,60,34.50,723,3.538
60,0,0,17.07,45.18,43.24,41.12,39.05,42.11,52.29,36.94,36.94,68.14,1804,1804,1804,1804,1766,1766,1766,2073,55.40,47.00,-1,60,34.50,723,3.538
60,0,0,17.07,46.57,33.75,41.67,37.35,37.93,55.42,46.43,51.19,70.93,1804,1804,1804,1804,1766,1766,1766,1747,53.90,43.00,-1,60,34.50,812,3.538
56,1,0,67.17,46.93,41.67,43.36,42.86,38.18,54.87,48.67,56.64,46.02,1420,1420,1420,1420,1670,1670,1670,1075,54.30,46.00,-1,60,34.50,812,3.538
56,1,0,67.17,51.71,46.43,51.11,47.56,46.43,63.10,49.40,51.19,59.52,1420,1420,1420,1420,1670,1670,1670,1747,58.50,54.00,-1,60,34.50,812,3.538
46,2,1,134.34,52.20,45.87,49.12,49.56,45.69,56.64,55.17,48.65,66.09,1420,1420,1420,1420,1766,1766,1766,1075,55.80,51.00,-1,60,34.50,727,3.538
46,2,1,134.34,47.27,33.33,44.71,41.98,39.24,65.48,54.76,50.60,45.98,1420,1420,1420,1420,1766,1766,1766,1075,55.40,47.00,-1,60,34.50,727,3.538
41,1,1,83.97,75.24,72.22,70.90,73.28,73.28,81.25,78.74,80.92,73.28,1804,1804,1804,1804,1766,1766,1766,2073,60.10,47.00,-1,60,34.50,727,3.538
41,1,1,83.97,79.89,79.41,73.85,77.27,72.31,85.71,82.35,82.09,80.88,1420,1420,1420,1420,1766,1766,1766,2073,60.10,38.00,-1,60,34.50,920,3.538
53,0,0,33.86,78.14,80.18,78.15,71.30,74.56,80.91,80.53,79.82,83.33,1420,1420,1420,1420,1766,1766,1766,1747,59.30,49.00,-1,60,34.50,920,3.538
53,0,0,33.86,73.86,63.86,61.36,69.32,64.71,80.72,80.00,80.95,84.88,1804,1804,1804,1804,1766,1766,1766,2073,58.90,45.00,-1,60,34.50,920,3.538
51,1,0,50.44,65.03,61.11,60.68,61.06,61.11,68.14,61.61,59.26,88.03,1420,1420,1420,1420,1670,1670,1670,1747,58.90,42.00,-1,60,34.50,876,3.538
51,1,0,50.44,67.45,69.77,60.23,57.14,68.67,60.47,70.59,65.12,87.36,1420,1420,1420,1420,1766,1766,1766,1747,59.70,41.00,-1,60,34.50,876,3.538
49,0,0,33.62,63.68,59.63,62.07,58.26,71.56,64.29,58.93,57.52,77.39,1420,1420,1420,1420,1670,1670,1670,1747,56.60,36.00,-1,60,34.50,876,3.538
49,0,0,33.62,47.88,33.78,39.51,38.55,35.80,55.95,57.14,54.65,64.71,1420,1420,1420,1420,1670,1670,1670,1747,56.60,36.00,-1,60,34.50,736,3.538
53,0,0,33.61,49.20,40.57,46.02,39.62,36.19,62.83,50.46,58.33,57.63,1804,1804,1804,1804,1766,1766,1766,2073,56.20,46.00,-1,60,34.50,736,3.538
53,0,0,33.61,62.09,50.60,50.62,56.82,53.57,69.05,69.05,69.05,78.31,1420,1420,1420,1420,1670,1670,1670,1747,57.70,43.00,-1,60,34.50,736,3.538
58,0,0,33.59,48.26,34.91,37.84,37.38,45.30,50.89,53.57,48.65,76.99,1420,1420,1420,1420,1670,1670,1670,1747,56.20,45.00,-1,60,34.50,953,3.538
58,0,0,33.59,49.08,36.36,44.44,40.74,42.68,46.91,47.56,43.75,85.06,1420,1420,1420,1420,1766,1766,1766,1747,55.80,41.00,-1,60,34.60,953,3.434
57,0,0,33.59,48.03,38.89,41.59,39.45,42.34,64.86,54.39,48.15,53.10,1420,1420,1420,1420,1766,1766,1766,1747,55.40,38.00,-1,60,34.60,953,3.434
57,0,0,33.59,47.70,30.77,42.05,36.59,44.83,60.71,52.94,55.29,57.47,1420,1420,1420,1420,1670,1670,1670,1747,56.60,38.00,-1,60,34.60,877,3.434
58,0,0,33.61,48.63,34.29,37.04,39.45,44.14,51.82,48.11,56.64,76.11,1420,1420,1420,1420,1670,1670,1670,1075,55.80,42.00,-1,60,34.60,877,3.434
58,0,0,33.61,40.33,15.38,26.51,22.50,29.27,68.18,47.06,53.57,54.76,1420,1420,1420,1420,1766,1766,1766,1075,57.00,45.00,-1,60,34.60,877,3.434
59,0,0,16.96,38.23,21.70,27.52,25.23,34.55,39.81,32.69,42.06,81.82,1420,1420,1420,1420,1670,1670,1670,1747,55.80,45.00,-1,60,34.60,719,3.434
59,0,0,16.96,41.79,23.08,34.52,30.86,32.93,42.35,47.73,42.86,77.91,1420,1420,1420,1420,1766,1766,1766,1747,55.40,45.00,-1,60,34.60,719,3.434
60,0,0,16.87,47.81,36.45,37.38,39.82,44.25,62.83,53.21,46.85,60.34,1420,1420,1420,1420,1670,1670,1670,1747,55.80,48.00,-1,60,34.60,719,3.434
60,0,0,16.87,49.01,36.71,37.50,40.24,45.88,58.33,54.76,50.62,66.28,1420,1420,1420,1420,1670,1670,1670,1747,55.80,48.00,-1,60,34.60,728,3.434
59,0,0,33.61,46.96,34.62,38.05,38.53,41.35,47.71,47.37,45.37,82.73,1420,1420,1420,1420,1670,1670,1670,1075,55.40,46.00,-1,60,34.60,728,3.434
59,0,0,33.61,48.76,37.80,38.82,39.53,39.02,70.24,57.65,50.57,52.87,1420,1420,1420,1420,1766,1766,1766,1075,55.40,46.00,-1,60,34.60,728,3.434
59,0,0,16.85,48.86,36.79,42.86,43.64,43.12,55.05,50.91,46.85,71.05,1420,1420,1420,1420,1670,1670,1670,1747,55.80,48.00,-1,60,34.60,740,3.434
59,0,0,16.85,47.11,33.75,38.10,43.37,39.76,50.00,50.60,40.48,81.61,1420,1420,1420,1420,1670,1670,1670,1747,56.20,48.00,-1,60,34.60,740,3.434
57,0,0,33.58,49.55,38.89,39.45,42.34,47.27,56.03,52.68,43.86,72.65,1420,1420,1420,1420,1766,1766,1766,1075,56.60,43.00,-1,60,34.60,740,3.434
57,0,0,33.58,46.40,30.67,34.12,41.18,39.02,76.19,46.99,51.16,49.41,1804,1804,1804,1804,1766,1766,1766,2073,55.80,43.00,-1,60,34.60,944,3.434
49,1,0,67.19,49.28,41.28,38.89,40.54,52.21,54.55,45.30,43.86,77.39,1804,1804,1804,1804,1766,1766,1766,2073,56.20,38.00,-1,60,34.60,944,3.434
49,1,0,67.19,49.77,37.66,37.04,36.25,41.77,61.25,51.90,56.10,73.49,1420,1420,1420,1420,1670,1670,1670,1747,56.20,38.00,-1,60,34.60,944,3.434
59,0,0,33.57,50.46,34.31,42.73,41.28,44.95,68.42,65.79,60.19,42.98,1420,1420,1420,1420,1766,1766,1766,1747,55.00,49.00,-1,60,34.60,800,3.434
59,0,0,33.57,43.54,26.92,34.94,35.37,39.29,65.48,51.16,42.68,53.49,1420,1420,1420,1420,1670,1670,1670,1747,55.40,44.00,-1,60,34.60,800,3.434
59,0,0,16.99,44.75,35.92,32.04,43.64,40.74,45.45,36.04,43.64,77.88,1420,1420,1420,1420,1670,1670,1670,1747,55.80,41.00,-1,60,34.60,800,3.434
59,0,0,16.99,43.52,37.35,32.47,41.18,41.67,42.05,35.80,39.53,78.05,1420,1420,1420,1420,1670,1670,1670,1747,55.40,39.00,-1,60,34.60,686,3.434
59,0,0,33.60,45.95,39.42,39.81,39.05,45.54,40.37,36.04,37.96,84.35,1420,1420,1420,1420,1670,1670,1670,1747,55.40,36.00,-1,60,34.60,686,3.434
59,0,0,33.60,46.80,36.59,40.24,41.86,45.88,55.17,41.67,44.58,68.97,1420,1420,1420,1420,1670,1670,1670,1747,54.60,36.00,-1,60,34.80,686,3.516
60,0,0,16.87,46.26,36.27,42.61,44.44,40.37,40.00,38.46,38.05,87.61,1420,1420,1420,1420,1670,1670,1670,1747,53.90,41.00,-1,60,34.80,698,3.516
60,0,0,16.87,45.47,33.75,40.70,42.53,43.68,42.05,38.20,35.29,88.51,1420,1420,1420,1420,1670,1670,1670,1747,55.00,40.00,-1,60,34.80,698,3.516
57,0,0,33.61,48.83,41.07,42.86,39.45,47.83,49.55,45.45,48.25,77.27,1420,1420,1420,1420,1670,1670,1670,1747,55.40,40.00,-1,60,34.80,698,3.516
57,0,0,33.61,46.30,39.08,38.10,40.23,44.83,43.02,48.84,40.00,75.28,1420,1420,1420,1420,1670,1670,1670,1747,55.80,39.00,-1,60,34.80,711,3.516
58,0,0,33.58,48.56,40.37,45.69,46.15,47.90,50.46,46.85,40.00,70.54,1420,1420,1420,1420,1670,1670,1670,1747,55.00,37.00,-1,60,34.80,711,3.516
58,0,0,33.58,50.29,44.83,40.91,45.45,43.02,51.69,44.19,49.43,82.02,1420,1420,1420,1420,1670,1670,1670,1747,55.00,40.00,-1,60,34.80,711,3.516
60,0,0,16.91,48.03,43.48,44.35,45.76,46.61,40.87,38.74,39.64,85.45,1420,1420,1420,1420,1670,1670,1670,1747,55.00,42.00,-1,60,34.80,718,3.516
60,0,0,16.91,46.29,38.27,42.22,37.04,45.45,43.68,39.02,41.67,83.13,1420,1420,1420,1420,1670,1670,1670,1747,54.60,40.00,-1,60,34.80,718,3.516
59,0,0,16.88,47.70,45.61,44.74,45.76,47.01,38.94,35.45,38.05,86.84,1420,1420,1420,1420,1670,1670,1670,844,54.60,42.00,-1,60,34.80,718,3.516
59,0,0,16.88,44.43,40.00,40.00,37.65,43.96,59.04,42.86,48.15,42.53,1420,1420,1420,1420,1766,1766,1766,1747,54.60,42.00,-1,60,34.80,695,3.516
58,0,0,33.74,48.85,44.44,43.10,41.82,46.55,64.29,53.15,43.86,54.24,1420,1420,1420,1420,1766,1766,1766,1747,57.70,39.00,-1,60,34.80,695,3.516
58,0,0,33.74,49.78,40.96,41.18,40.24,42.53,52.87,46.34,49.40,82.72,1420,1420,1420,1420,1670,1670,1670,1747,55.80,38.00,-1,60,34.80,695,3.516
59,0,0,33.57,38.32,36.97,29.63,28.70,31.53,39.64,35.65,29.57,73.91,1420,1420,1420,1420,1670,1670,1670,1747,54.30,33.00,-1,60,34.80,696,3.516
59,0,0,33.57,36.50,27.27,29.27,29.41,36.26,29.76,34.12,29.89,77.91,1420,1420,1420,1420,1670,1670,1670,1747,54.30,32.00,-1,60,34.80,696,3.516
56,0,0,33.63,59.84,65.77,62.04,65.74,63.39,50.44,47.32,45.54,81.31,1420,1420,1420,1420,1670,1670,1670,844,55.80,31.00,-1,60,34.80,696,3.516
56,0,0,33.63,65.17,85.06,77.91,78.89,75.00,40.48,39.53,32.56,87.36,1420,1420,1420,1420,1670,1670,1670,1747,55.40,31.00,-1,60,34.80,855,3.516
60,0,0,17.02,48.20,45.54,44.55,45.45,51.33,51.85,49.09,41.44,57.52,1420,1420,1420,1420,1766,1766,1766,1747,55.40,33.00,-1,60,34.80,855,3.516
60,0,0,17.02,58.83,61.80,61.90,61.36,61.29,49.43,47.73,47.13,79.31,1420,1420,1420,1420,1670,1670,1670,1747,55.40,37.00,-1,60,34.80,855,3.516
59,0,0,33.58,48.55,42.11,43.33,44.07,47.41,52.50,43.86,41.59,74.36,1420,1420,1420,1420,1766,1766,1766,1747,57.40,40.00,-1,60,34.80,718,3.516
59,0,0,33.58,45.37,35.37,39.53,39.76,45.45,60.49,45.98,49.43,45.88,1420,1420,1420,1420,1670,1670,1670,1747,54.60,42.00,-1,60,34.80,718,3.516
60,0,0,16.90,42.25,35.34,42.11,38.94,37.84,43.86,31.82,31.82,75.23,1420,1420,1420,1420,1670,1670,1670,1747,54.60,38.00,-1,60,34.80,718,3.516
60,0,0,16.90,43.70,33.33,42.53,39.51,39.77,37.35,37.65,36.05,84.34,1420,1420,1420,1420,1670,1670,1670,1747,55.00,40.00,-1,59,34.90,672,3.524
59,0,0,16.97,47.25,42.98,52.54,48.21,46.61,37.82,36.28,29.25,84.96,1420,1420,1420,1420,1670,1670,1670,1747,54.60,40.00,-1,59,34.90,672,3.524
59,0,0,16.97,39.71,28.57,35.80,38.37,37.63,31.33,36.14,28.57,80.95,1420,1420,1420,1420,1670,1670,1670,1747,53.50,40.00,-1,59,34.90,672,3.524
60,0,0,16.95,42.14,28.32,38.26,38.26,38.66,35.96,36.84,35.40,86.21,1420,1420,1420,1420,1670,1670,1670,1747,55.40,40.00,-1,59,34.90,668,3.524
60,0,0,16.95,46.00,33.73,41.57,40.91,37.65,50.00,40.24,41.86,80.95,1420,1420,1420,1420,1670,1670,1670,1747,53.90,40.00,-1,59,34.90,668,3.524
60,0,0,17.04,49.29,37.27,47.06,44.92,42.34,44.64,43.97,43.36,90.27,1420,1420,1420,1420,1670,1670,1670,1747,55.40,42.00,-1,59,34.90,668,3.524
60,0,0,17.04,47.42,38.64,44.44,36.05,34.12,40.91,44.83,47.73,91.76,1420,1420,1420,1420,1670,1670,1670,1747,55.00,46.00,-1,59,34.90,730,3.524
60,0,0,16.88,47.75,37.74,47.15,45.00,42.11,35.45,42.98,42.20,88.79,1420,1420,1420,1420,1670,1670,1670,1747,54.30,50.00,-1,59,34.90,730,3.524
60,0,0,16.88,45.11,38.20,41.11,40.00,38.10,39.33,40.00,42.53,84.34,1420,1420,1420,1420,1670,1670,1670,1747,53.90,46.00,-1,59,34.90,730,3.524
60,0,0,16.89,46.58,37.38,48.76,40.54,39.45,44.25,42.74,42.61,75.00,1420,1420,1420,1420,1670,1670,1670,1747,55.80,44.00,-1,59,34.90,694,3.524
60,0,0,16.89,48.95,36.78,46.32,45.05,40.45,45.05,44.94,46.59,86.21,1420,1420,1420,1420,1670,1670,1670,1747,55.40,43.00,-1,59,34.90,694,3.524
60,0,0,17.01,49.83,42.86,49.15,44.14,40.18,43.24,46.09,45.54,88.29,1420,1420,1420,1420,1670,1670,1670,1747,55.00,46.00,-1,59,34.90,694,3.524
60,0,0,17.01,48.78,35.71,44.57,39.53,43.48,49.43,45.24,45.88,87.06,1420,1420,1420,1420,1670,1670,1670,1747,55.00,48.00,-1,59,34.90,758,3.524
58,0,0,33.60,57.17,51.30,52.99,47.32,56.25,56.52,58.12,53.91,80.87,1420,1420,1420,1420,1670,1670,1670,1747,56.20,46.00,-1,59,34.90,758,3.524
58,0,0,33.60,50.72,36.71,44.05,44.94,43.68,51.16,42.86,54.55,86.21,1420,1420,1420,1420,1670,1670,1670,1747,55.80,47.00,-1,59,34.90,758,3.524
60,0,0,16.91,51.66,39.25,46.61,44.25,41.74,55.26,47.41,56.64,82.30,1420,1420,1420,1420,1670,1670,1670,1747,55.80,48.00,-1,59,34.90,764,3.524
60,0,0,16.91,50.57,39.76,42.35,44.32,45.56,56.67,46.59,43.82,84.88,1420,1420,1420,1420,1670,1670,1670,1747,55.00,47.00,-1,59,34.90,764,3.524
58,0,0,33.58,49.08,37.25,47.06,47.15,46.77,55.05,49.56,46.15,62.83,1420,1420,1420,1420,1766,1766,1766,1747,55.00,43.00,-1,59,34.90,764,3.524
58,0,0,33.58,47.10,41.38,45.45,39.76,41.86,71.26,50.00,60.23,27.91,1420,1420,1420,1420,1670,1670,1670,1632,54.60,37.00,-1,59,34.90,822,3.524
60,0,0,16.94,45.56,38.18,40.54,42.61,42.11,38.53,37.27,38.18,86.61,1516,1516,1516,1516,1670,1670,1670,1747,55.40,38.00,-1,59,34.90,822,3.524
60,0,0,16.94,48.01,42.35,44.32,39.53,39.29,48.89,51.65,42.53,73.81,1420,1420,1420,1420,1670,1670,1670,1747,55.00,38.00,-1,59,34.90,822,3.524
58,0,0,33.59,47.00,41.28,42.61,39.29,43.22,50.91,43.10,51.79,64.60,1420,1420,1420,1420,1670,1670,1670,1747,55.00,37.00,-1,59,34.90,740,3.524
58,0,0,33.59,48.29,45.56,41.86,44.83,36.90,58.14,45.88,53.26,59.09,1420,1420,1420,1420,1670,1670,1670,1747,55.40,43.00,-1,59,34.90,740,3.503
59,0,0,16.91,48.63,41.44,45.61,44.14,45.22,56.30,43.86,48.33,66.07,1420,1420,1420,1420,1670,1670,1670,1747,54.60,41.00,-1,59,34.90,740,3.503
59,0,0,16.91,48.13,40.00,39.29,43.18,42.22,49.43,42.70,50.57,74.71,1420,1420,1420,1420,1670,1670,1670,1747,54.30,43.00,-1,59,34.90,719,3.503
57,0,0,33.57,48.84,40.18,40.00,43.97,39.82,47.37,50.43,46.02,81.98,1420,1420,1420,1420,1670,1670,1670,1747,55.80,45.00,-1,59,34.90,719,3.503
57,0,0,33.57,51.67,40.48,47.25,42.86,41.18,60.47,54.76,57.95,70.24,1420,1420,1420,1420,1766,1766,1766,1747,55.80,48.00,-1,59,34.90,719,3.503
56,0,0,33.69,55.36,47.17,52.63,50.00,45.61,62.39,49.56,54.39,79.31,1420,1420,1420,1420,1670,1670,1670,1747,57.00,46.00,-1,59,34.90,756,3.503
56,0,0,33.69,51.52,43.02,47.78,42.35,41.67,54.55,53.49,54.65,74.71,1420,1420,1420,1420,1670,1670,1670,1747,55.80,46.00,-1,59,34.90,756,3.503
56,0,0,33.91,52.44,46.49,42.59,43.75,45.13,56.03,53.91,56.52,75.22,1420,1420,1420,1420,1670,1670,1670,1747,57.00,46.00,-1,59,34.90,756,3.503
56,0,0,33.91,51.88,45.35,44.44,41.38,46.59,75.28,55.91,59.14,44.32,1420,1420,1420,1420,1670,1670,1670,1747,55.40,43.00,-1,59,34.90,800,3.503
57,0,0,67.16,46.71,39.64,38.32,32.38,37.61,56.30,44.04,46.02,78.76,1420,1420,1420,1420,1670,1670,1670,1747,55.40,42.00,-1,59,34.90,800,3.503
57,0,0,67.16,40.11,28.57,34.09,30.68,31.87,46.15,32.22,35.48,80.00,1420,1420,1420,1420,1670,1670,1670,1747,54.30,41.00,-1,59,34.90,800,3.503
58,0,0,33.63,40.81,30.91,33.93,34.51,30.97,45.76,39.52,38.26,71.79,1420,1420,1420,1420,1670,1670,1670,1747,55.00,39.00,-1,59,34.90,665,3.503
58,0,0,33.63,47.59,41.67,41.86,42.05,37.65,48.81,52.94,45.45,71.76,1420,1420,1420,1420,1766,1766,1766,844,54.60,41.00,-1,59,34.90,665,3.503
59,0,0,16.90,42.87,35.14,34.58,35.78,40.71,49.14,37.82,38.26,70.54,1420,1420,1420,1420,1670,1670,1670,1075,54.30,41.00,-1,59,34.90,665,3.503
59,0,0,16.90,41.13,32.95,37.08,31.33,28.75,45.05,39.78,36.67,73.86,1420,1420,1420,1420,1670,1670,1670,1747,54.30,41.00,-1,59,34.90,674,3.503
59,0,0,16.88,41.48,32.74,38.60,29.91,34.21,45.83,42.74,41.80,65.52,1420,1420,1420,1420,1670,1670,1670,1747,53.90,41.00,-1,59,34.90,674,3.503
59,0,0,16.88,39.88,27.38,35.63,33.73,29.27,40.91,39.77,38.20,74.71,1420,1420,1420,1420,1670,1670,1670,1747,53.90,41.00,-1,59,34.90,674,3.503
59,0,0,16.83,40.93,34.51,33.33,31.82,35.71,37.70,36.89,38.33,78.57,1420,1420,1420,1420,1670,1670,1670,1747,55.00,40.00,-1,59,34.90,651,3.503
59,0,0,16.83,46.36,31.25,43.82,41.86,39.76,42.05,39.77,48.89,83.13,1420,1420,1420,1420,1670,1670,1670,1747,54.30,41.00,-1,59,34.90,651,3.503
60,0,0,16.86,47.17,37.61,45.95,40.74,39.25,43.33,43.10,43.10,82.61,1420,1420,1420,1420,1670,1670,1670,1747,55.00,40.00,-1,59,34.90,651,3.503
60,0,0,16.86,45.45,37.65,38.82,40.23,41.76,36.67,39.33,44.94,87.36,1420,1420,1420,1420,1670,1670,1670,1747,55.00,41.00,-1,59,34.90,706,3.503
60,0,0,16.94,47.38,39.64,42.11,41.96,42.34,42.62,43.59,43.48,83.19,1420,1420,1420,1420,1670,1670,1670,1747,54.60,42.00,-1,59,34.90,706,3.503
60,0,0,16.94,48.57,38.10,43.18,42.53,39.76,49.44,41.76,44.94,85.39,1420,1420,1420,1420,1670,1670,1670,1747,55.40,42.00,-1,59,35.00,706,3.516
59,0,0,16.88,48.63,37.38,44.25,43.75,43.75,49.59,46.02,45.83,77.19,1420,1420,1420,1420,1670,1670,1670,1747,55.00,45.00,-1,59,35.00,763,3.516
59,0,0,16.88,48.70,39.29,41.18,41.38,45.45,44.94,41.38,46.67,89.66,1420,1420,1420,1420,1670,1670,1670,1747,55.40,45.00,-1,59,35.00,763,3.516
60,0,0,17.00,47.78,35.51,42.34,42.73,41.59,42.11,41.74,44.64,88.79,1420,1420,1420,1420,1670,1670,1670,1747,55.40,44.00,-1,59,35.00,763,3.516
60,0,0,17.00,46.07,34.88,42.70,40.00,37.04,50.57,38.20,45.65,78.16,1420,1420,1420,1420,1670,1670,1670,1747,54.60,41.00,-1,59,35.00,700,3.516
